Date,Non-farm_Payrolls,Civilian_Unemployment_Rate,Effective_Fed_Funds,CPI_All_Items,10Y_Treasury_Rate,5Y_Treasury_Rate,3_Month_T-Bill_Rate,IPI,S&P_500_Index
2020-02-01,152487.0,3.5,1.58,259.05,1.5,1.32,1.52,109.6035,2954.219971
2020-01-01,152212.0,3.6,1.55,258.82,1.76,1.56,1.52,108.9993,3225.52002
2019-12-01,151998.0,3.5,1.55,258.444,1.86,1.68,1.54,109.5587,3230.780029
2019-11-01,151814.0,3.5,1.55,257.824,1.81,1.64,1.54,110.026,3140.97998
2019-10-01,151553.0,3.6,1.83,257.229,1.71,1.53,1.65,109.0103,3037.560059
2019-09-01,151368.0,3.5,2.04,256.593,1.7,1.57,1.89,109.4725,2976.73999
2019-08-01,151160.0,3.7,2.13,256.294,1.63,1.49,1.95,109.8543,2926.459961
2019-07-01,150953.0,3.7,2.4,256.087,2.06,1.83,2.1,109.0852,2980.3798829999996
2019-06-01,150759.0,3.7,2.38,255.402,2.07,1.83,2.17,109.2774,2941.76001
2019-05-01,150577.0,3.6,2.39,255.167,2.4,2.19,2.35,109.2264,2752.060059
2019-04-01,150492.0,3.6,2.42,254.943,2.53,2.33,2.38,108.9888,2945.830078
2019-03-01,150282.0,3.8,2.41,254.095,2.57,2.37,2.4,109.6811,2834.399902
2019-02-01,150135.0,3.8,2.4,253.181,2.68,2.49,2.39,109.5631,2784.48999
2019-01-01,150134.0,4.0,2.4,252.55,2.71,2.54,2.37,110.1185,2704.100098
2018-12-01,149865.0,3.9,2.27,252.653,2.83,2.68,2.37,110.5516,2506.850098
2018-11-01,149683.0,3.7,2.2,252.662,3.12,2.95,2.33,110.5067,2760.169922
2018-10-01,149549.0,3.8,2.19,252.777,3.15,3.0,2.25,109.9165,2711.73999
2018-09-01,149348.0,3.7,1.95,252.261,3.0,2.89,2.13,109.6749,2913.97998
2018-08-01,149268.0,3.8,1.91,251.905,2.89,2.77,2.03,109.5246,2901.52002
2018-07-01,149024.0,3.8,1.91,251.482,2.89,2.78,1.96,108.652,2816.290039
2018-06-01,148888.0,4.0,1.82,251.176,2.91,2.78,1.9,108.1707,2718.3701170000004
2018-05-01,148669.0,3.8,1.7,250.64,2.98,2.82,1.86,107.3639,2705.27002
2018-04-01,148391.0,4.0,1.69,249.957,2.87,2.7,1.76,108.2223,2648.050049
2018-03-01,148254.0,4.0,1.51,249.413,2.84,2.63,1.7,107.2519,2640.8701170000004
2018-02-01,148078.0,4.1,1.42,249.475,2.86,2.6,1.57,106.6419,2713.830078
2018-01-01,147672.0,4.1,1.41,248.816,2.58,2.38,1.41,106.2655,2823.810059
2017-12-01,147551.0,4.1,1.3,247.847,2.4,2.18,1.32,106.536,2673.610107
2017-11-01,147421.0,4.2,1.16,247.333,2.35,2.05,1.23,106.193,2584.840088
2017-10-01,147196.0,4.1,1.15,246.57,2.36,1.98,1.07,105.6287,2575.26001
2017-09-01,146929.0,4.2,1.15,246.445,2.2,1.8,1.03,104.0502,2519.360107
2017-08-01,146911.0,4.4,1.16,245.304,2.21,1.78,1.01,104.0475,2471.649902
2017-07-01,146727.0,4.3,1.15,244.328,2.32,1.87,1.07,104.5427,2470.300049
2017-06-01,146512.0,4.3,1.04,244.179,2.19,1.77,0.98,104.5849,2423.409912
2017-05-01,146296.0,4.4,0.91,243.926,2.3,1.84,0.89,104.4129,2411.800049
2017-04-01,146141.0,4.4,0.9,244.058,2.3,1.82,0.8,104.2721,2384.199951
2017-03-01,145944.0,4.4,0.79,243.721,2.48,2.01,0.74,103.343,2362.719971
2017-02-01,145815.0,4.6,0.66,244.028,2.42,1.9,0.52,102.6479,2363.639893
2017-01-01,145627.0,4.7,0.65,243.717,2.43,1.92,0.51,103.0366,2278.8701170000004
2016-12-01,145442.0,4.7,0.54,242.712,2.49,1.96,0.51,102.9281,2238.830078
2016-11-01,145212.0,4.7,0.41,241.993,2.14,1.6,0.45,102.0507,2198.810059
2016-10-01,145061.0,4.9,0.4,241.641,1.76,1.27,0.33,102.2485,2126.149902
2016-09-01,144916.0,5.0,0.4,241.068,1.63,1.18,0.29,102.0477,2168.27002
2016-08-01,144647.0,4.9,0.4,240.595,1.56,1.13,0.3,102.0407,2170.949951
2016-07-01,144512.0,4.8,0.39,240.111,1.5,1.07,0.3,102.1325,2173.600098
2016-06-01,144158.0,4.9,0.38,240.144,1.64,1.17,0.27,101.8747,2098.860107
2016-05-01,143891.0,4.8,0.37,239.44,1.81,1.3,0.27,101.4298,2096.949951
2016-04-01,143849.0,5.0,0.37,238.835,1.81,1.26,0.23,101.5167,2065.300049
2016-03-01,143662.0,5.0,0.36,237.99,1.89,1.38,0.29,101.4155,2059.73999
2016-02-01,143433.0,4.9,0.38,237.514,1.78,1.22,0.31,102.2225,1932.22998
2016-01-01,143170.0,4.9,0.34,237.827,2.09,1.52,0.26,102.9525,1940.2399899999998
2015-12-01,143097.0,5.0,0.24,237.761,2.24,1.7,0.23,102.1014,2043.939941
2015-11-01,142824.0,5.1,0.12,238.017,2.26,1.67,0.12,102.6866,2080.409912
2015-10-01,142587.0,5.0,0.12,237.733,2.07,1.39,0.02,103.3976,2079.360107
2015-09-01,142281.0,5.0,0.14,237.498,2.17,1.49,0.02,103.7768,1920.030029
2015-08-01,142126.0,5.1,0.14,238.033,2.17,1.54,0.07,104.1621,1972.180054
2015-07-01,142001.0,5.2,0.13,238.034,2.32,1.63,0.03,104.3243,2103.840088
2015-06-01,141699.0,5.3,0.13,237.657,2.36,1.68,0.02,103.7174,2063.110107
2015-05-01,141525.0,5.6,0.12,237.001,2.2,1.54,0.02,104.0742,2107.389893
2015-04-01,141194.0,5.4,0.12,236.222,1.94,1.35,0.02,104.5272,2085.51001
2015-03-01,140910.0,5.4,0.11,235.976,2.04,1.52,0.03,105.1464,2067.889893
2015-02-01,140839.0,5.5,0.11,235.342,1.98,1.47,0.02,105.4425,2104.5
2015-01-01,140568.0,5.7,0.11,234.747,1.88,1.37,0.03,105.9806,1994.9899899999998
2014-12-01,140377.0,5.6,0.12,236.252,2.21,1.64,0.03,106.5085,2058.899902
2014-11-01,140109.0,5.8,0.09,236.983,2.33,1.62,0.02,106.6634,2067.560059
2014-10-01,139818.0,5.7,0.09,237.43,2.3,1.55,0.02,105.8357,2018.050049
2014-09-01,139566.0,5.9,0.09,237.477,2.53,1.77,0.02,105.8138,1972.290039
2014-08-01,139257.0,6.1,0.09,237.46,2.42,1.63,0.03,105.4986,2003.369995
2014-07-01,139069.0,6.2,0.09,237.498,2.54,1.7,0.03,105.6157,1930.6700440000002
2014-06-01,138837.0,6.1,0.1,237.231,2.6,1.68,0.04,105.4081,1960.22998
2014-05-01,138511.0,6.3,0.09,236.918,2.56,1.59,0.03,105.0152,1923.569946
2014-04-01,138293.0,6.2,0.09,236.468,2.71,1.7,0.03,104.6371,1883.949951
2014-03-01,137968.0,6.7,0.08,236.028,2.72,1.64,0.05,104.5889,1872.339966
2014-02-01,137714.0,6.7,0.07,235.547,2.71,1.52,0.05,103.5917,1859.449951
2014-01-01,137548.0,6.6,0.07,235.288,2.86,1.65,0.04,102.7216,1782.589966
2013-12-01,137373.0,6.7,0.09,234.719,2.9,1.58,0.07,103.1504,1848.359985
2013-11-01,137304.0,6.9,0.08,234.1,2.72,1.37,0.07,102.8379,1805.810059
2013-10-01,137040.0,7.2,0.09,233.669,2.62,1.37,0.05,102.5371,1756.540039
2013-09-01,136815.0,7.2,0.08,233.544,2.81,1.6,0.02,102.717,1681.550049
2013-08-01,136628.0,7.2,0.08,233.456,2.74,1.52,0.04,102.1907,1632.969971
2013-07-01,136386.0,7.3,0.09,232.9,2.58,1.4,0.04,101.5204,1685.72998
2013-06-01,136274.0,7.5,0.09,232.445,2.3,1.2,0.05,101.9549,1606.280029
2013-05-01,136093.0,7.5,0.11,231.893,1.93,0.84,0.04,101.7476,1630.73999
2013-04-01,135871.0,7.6,0.15,231.797,1.76,0.71,0.06,101.6364,1597.569946
2013-03-01,135680.0,7.5,0.14,232.282,1.96,0.82,0.09,101.8114,1569.189941
2013-02-01,135541.0,7.7,0.15,232.937,1.98,0.85,0.1,101.3995,1514.680054
2013-01-01,135263.0,8.0,0.14,231.679,1.91,0.81,0.07,100.8204,1498.109985
2012-12-01,135072.0,7.9,0.16,231.221,1.72,0.7,0.07,100.9542,1426.189941
2012-11-01,134833.0,7.7,0.16,231.249,1.65,0.67,0.09,100.5991,1416.180054
2012-10-01,134677.0,7.8,0.16,231.638,1.75,0.71,0.1,100.1167,1412.160034
2012-09-01,134518.0,7.8,0.14,231.015,1.72,0.67,0.11,99.9049,1440.670044
2012-08-01,134331.0,8.1,0.13,229.918,1.68,0.71,0.1,99.856,1406.579956
2012-07-01,134159.0,8.2,0.16,228.59,1.53,0.62,0.1,100.3354,1379.319946
2012-06-01,134007.0,8.2,0.16,228.524,1.62,0.71,0.09,100.0728,1362.160034
2012-05-01,133934.0,8.2,0.16,228.713,1.8,0.76,0.09,100.0924,1310.329956
2012-04-01,133834.0,8.2,0.14,229.187,2.05,0.89,0.08,99.9006,1397.910034
2012-03-01,133752.0,8.2,0.13,228.807,2.17,1.02,0.08,99.1551,1408.469971
2012-02-01,133512.0,8.3,0.1,228.329,1.97,0.83,0.09,99.6203,1365.680054
2012-01-01,133250.0,8.3,0.08,227.842,1.97,0.84,0.03,99.3925,1312.410034
2011-12-01,132896.0,8.5,0.07,227.223,1.98,0.89,0.01,98.7876,1257.599976
2011-11-01,132694.0,8.6,0.08,227.169,2.01,0.91,0.01,98.2433,1246.959961
2011-10-01,132562.0,8.8,0.07,226.75,2.15,1.06,0.02,98.3222,1253.300049
2011-09-01,132358.0,9.0,0.08,226.597,1.98,0.9,0.01,97.6494,1131.420044
2011-08-01,132125.0,9.0,0.1,226.106,2.3,1.02,0.02,97.6731,1218.890015
2011-07-01,131999.0,9.0,0.07,225.395,3.0,1.54,0.04,97.1292,1292.280029
2011-06-01,131939.0,9.1,0.09,224.806,3.0,1.58,0.04,96.6154,1320.640015
2011-05-01,131703.0,9.0,0.09,224.806,3.17,1.84,0.04,96.3377,1345.199951
2011-04-01,131602.0,9.1,0.1,224.093,3.46,2.17,0.06,96.1187,1363.609985
2011-03-01,131288.0,9.0,0.14,223.046,3.41,2.11,0.1,96.4643,1325.829956
2011-02-01,131053.0,9.0,0.16,221.898,3.58,2.26,0.13,95.5154,1327.219971
2011-01-01,130841.0,9.1,0.17,221.187,3.39,1.99,0.15,95.9364,1286.119995
2010-12-01,130822.0,9.3,0.18,220.472,3.29,1.93,0.14,96.0599,1257.640015
2010-11-01,130750.0,9.8,0.19,219.59,2.76,1.35,0.14,95.1383,1180.550049
2010-10-01,130625.0,9.4,0.19,219.035,2.54,1.18,0.13,95.1109,1183.26001
2010-09-01,130357.0,9.5,0.19,218.275,2.65,1.41,0.15,95.3637,1141.199951
2010-08-01,130422.0,9.5,0.19,217.923,2.7,1.47,0.16,95.1448,1049.329956
2010-07-01,130427.0,9.4,0.18,217.605,3.01,1.76,0.16,94.8536,1101.599976
2010-06-01,130511.0,9.4,0.18,217.199,3.2,2.0,0.12,94.4397,1030.709961
2010-05-01,130650.0,9.6,0.2,217.29,3.42,2.18,0.16,94.2997,1089.410034
2010-04-01,130110.0,9.9,0.2,217.403,3.85,2.58,0.16,92.9436,1186.689941
2010-03-01,129879.0,9.9,0.16,217.353,3.73,2.43,0.15,92.5993,1169.430054
2010-02-01,129698.0,9.8,0.13,217.281,3.69,2.36,0.11,91.994,1104.48999
2010-01-01,129790.0,9.8,0.11,217.488,3.73,2.48,0.06,91.6642,1073.869995
2009-12-01,129788.0,9.9,0.12,217.347,3.59,2.34,0.05,90.6132,1115.099976
2009-11-01,130057.0,9.9,0.12,217.234,3.4,2.23,0.05,90.3375,1095.630005
2009-10-01,130045.0,10.0,0.12,216.509,3.39,2.33,0.07,89.9797,1036.189941
2009-09-01,130244.0,9.8,0.15,215.861,3.4,2.37,0.12,89.6926,1057.079956
2009-08-01,130485.0,9.6,0.16,215.445,3.59,2.57,0.17,89.019,1020.6199949999999
2009-07-01,130668.0,9.5,0.16,214.726,3.56,2.46,0.18,88.0323,987.4799800000001
2009-06-01,131008.0,9.5,0.21,214.79,3.72,2.71,0.18,87.0742,919.320007
2009-05-01,131475.0,9.4,0.18,213.022,3.29,2.13,0.18,87.4155,919.1400150000001
2009-04-01,131817.0,9.0,0.15,212.709,2.93,1.86,0.16,88.3056,872.8099980000001
2009-03-01,132512.0,8.7,0.18,212.495,2.82,1.82,0.21,89.016,797.869995
2009-02-01,133312.0,8.3,0.22,212.705,2.87,1.87,0.3,90.4502,735.090027
2009-01-01,134055.0,7.8,0.15,211.933,2.52,1.6,0.13,91.0373,825.880005
2008-12-01,134839.0,7.3,0.16,211.398,2.42,1.52,0.03,93.2521,903.25
2008-11-01,135545.0,6.8,0.39,213.153,3.53,2.29,0.19,96.0605,896.23999
2008-10-01,136272.0,6.5,0.97,216.995,3.81,2.73,0.67,97.2832,968.75
2008-09-01,136753.0,6.1,1.81,218.877,3.69,2.88,1.13,96.3666,1166.359985
2008-08-01,137213.0,6.1,2.0,218.69,3.89,3.14,1.72,100.7353,1282.829956
2008-07-01,137491.0,5.8,2.01,219.016,4.01,3.3,1.63,102.3002,1267.380005
2008-06-01,137687.0,5.6,2.0,217.463,4.1,3.49,1.86,102.8445,1280.0
2008-05-01,137858.0,5.4,1.98,215.208,3.88,3.15,1.73,103.0863,1400.380005
2008-04-01,138035.0,5.0,2.28,213.942,3.68,2.84,1.29,103.6704,1385.589966
2008-03-01,138275.0,5.1,2.61,213.448,3.51,2.48,1.26,104.4616,1322.699951
2008-02-01,138324.0,4.9,2.98,212.687,3.74,2.78,2.12,104.7094,1330.630005
2008-01-01,138403.0,5.0,3.94,212.174,3.74,2.98,2.75,105.0619,1378.550049
2007-12-01,138392.0,5.0,4.24,211.445,4.1,3.49,3.0,105.3457,1468.359985
2007-11-01,138284.0,4.7,4.49,210.834,4.15,3.67,3.27,105.3338,1481.140015
2007-10-01,138174.0,4.7,4.76,209.19,4.53,4.2,3.9,104.7171,1549.380005
2007-09-01,138095.0,4.7,4.94,208.547,4.52,4.2,3.89,105.1611,1526.75
2007-08-01,138015.0,4.6,5.02,207.667,4.67,4.43,4.2,104.7556,1473.98999
2007-07-01,138038.0,4.7,5.26,207.603,5.0,4.88,4.82,104.5227,1455.27002
2007-06-01,138069.0,4.6,5.25,207.234,5.1,5.03,4.61,104.5617,1503.349976
2007-05-01,137993.0,4.4,5.25,206.755,4.75,4.67,4.73,104.5322,1530.619995
2007-04-01,137842.0,4.5,5.25,205.904,4.69,4.59,4.87,104.4814,1482.369995
2007-03-01,137793.0,4.4,5.26,205.288,4.56,4.48,4.94,103.7521,1420.859985
2007-02-01,137558.0,4.5,5.26,204.226,4.72,4.71,5.03,103.5264,1406.819946
2007-01-01,137477.0,4.6,5.25,203.437,4.76,4.75,4.98,102.4933,1438.23999
2006-12-01,137249.0,4.4,5.24,203.1,4.56,4.53,4.85,103.0292,1418.300049
2006-11-01,137063.0,4.5,5.25,202.0,4.6,4.58,4.94,101.9688,1400.630005
2006-10-01,136852.0,4.4,5.25,201.9,4.73,4.69,4.92,102.0668,1377.939941
2006-09-01,136843.0,4.5,5.25,202.8,4.72,4.67,4.81,102.1252,1335.849976
2006-08-01,136694.0,4.7,5.25,203.8,4.88,4.82,4.96,102.3327,1303.819946
2006-07-01,136520.0,4.7,5.24,202.9,5.09,5.04,4.95,101.9319,1276.660034
2006-06-01,136325.0,4.6,4.99,201.8,5.11,5.07,4.79,101.9693,1270.199951
2006-05-01,136244.0,4.6,4.94,201.3,5.11,5.0,4.72,101.579,1270.089966
2006-04-01,136205.0,4.7,4.79,200.7,4.99,4.9,4.6,101.6813,1310.609985
2006-03-01,136047.0,4.7,4.59,199.7,4.72,4.72,4.51,101.2751,1294.869995
2006-02-01,135737.0,4.8,4.49,199.4,4.57,4.57,4.43,101.0669,1280.660034
2006-01-01,135429.0,4.7,4.29,199.3,4.42,4.35,4.24,101.0627,1280.079956
2005-12-01,135149.0,4.9,4.16,198.1,4.47,4.39,3.89,100.9437,1248.290039
2005-11-01,134993.0,5.0,4.0,198.1,4.54,4.45,3.88,100.3216,1249.47998
2005-10-01,134655.0,5.0,3.78,199.1,4.46,4.33,3.71,99.3149,1207.01001
2005-09-01,134566.0,5.0,3.62,198.8,4.2,4.01,3.42,98.0779,1228.810059
2005-08-01,134498.0,4.9,3.5,196.1,4.26,4.12,3.44,99.9435,1220.329956
2005-07-01,134296.0,5.0,3.26,194.9,4.18,3.98,3.22,99.6692,1234.180054
2005-06-01,133942.0,5.0,3.04,193.7,4.0,3.77,2.97,99.9853,1191.329956
2005-05-01,133690.0,5.1,3.0,193.6,4.14,3.85,2.84,99.6033,1191.5
2005-04-01,133518.0,5.2,2.79,193.7,4.34,4.0,2.78,99.4734,1156.849976
2005-03-01,133156.0,5.2,2.63,193.1,4.5,4.17,2.74,99.3061,1180.589966
2005-02-01,133032.0,5.4,2.5,192.4,4.17,3.77,2.54,99.4639,1203.599976
2005-01-01,132774.0,5.3,2.28,191.6,4.22,3.71,2.33,98.7845,1181.27002
2004-12-01,132624.0,5.4,2.16,191.7,4.23,3.6,2.19,98.3318,1211.920044
2004-11-01,132503.0,5.4,1.93,191.7,4.19,3.53,2.07,97.6137,1173.819946
2004-10-01,132447.0,5.5,1.76,190.8,4.1,3.35,1.76,97.4094,1130.199951
2004-09-01,132093.0,5.4,1.61,189.8,4.13,3.36,1.65,96.4907,1114.579956
2004-08-01,131937.0,5.4,1.43,189.2,4.28,3.47,1.48,96.4095,1104.23999
2004-07-01,131848.0,5.5,1.26,189.1,4.5,3.69,1.33,96.3385,1101.719971
2004-06-01,131793.0,5.6,1.03,188.9,4.73,3.93,1.27,95.6019,1140.839966
2004-05-01,131694.0,5.6,1.0,188.2,4.72,3.85,1.02,96.3966,1120.680054
2004-04-01,131411.0,5.6,1.0,187.4,4.35,3.39,0.94,95.6385,1107.300049
2004-03-01,131142.0,5.8,1.0,187.1,3.83,2.79,0.94,95.2088,1126.209961
2004-02-01,130825.0,5.6,1.01,186.7,4.08,3.07,0.93,95.6847,1144.939941
2004-01-01,130769.0,5.7,1.0,186.3,4.15,3.12,0.88,95.1085,1131.130005
2003-12-01,130588.0,5.7,0.98,185.5,4.27,3.27,0.9,94.8662,1111.920044
2003-11-01,130474.0,5.8,1.0,185.0,4.3,3.29,0.93,94.9338,1058.199951
2003-10-01,130454.0,6.0,1.01,184.9,4.29,3.19,0.92,94.2079,1050.709961
2003-09-01,130254.0,6.1,1.01,185.1,4.27,3.18,0.94,94.0751,995.9699710000001
2003-08-01,130149.0,6.1,1.03,184.5,4.45,3.37,0.95,93.5246,1008.01001
2003-07-01,130191.0,6.2,1.01,183.7,3.98,2.87,0.9,93.6582,990.3099980000001
2003-06-01,130194.0,6.3,1.22,183.1,3.33,2.27,0.92,93.2476,974.5
2003-05-01,130196.0,6.1,1.26,182.9,3.57,2.52,1.07,93.0918,963.590027
2003-04-01,130177.0,6.0,1.26,183.2,3.96,2.93,1.13,93.0657,916.919983
2003-03-01,130232.0,5.9,1.25,183.9,3.81,2.78,1.13,93.7358,848.179993
2003-02-01,130444.0,5.9,1.26,183.6,3.9,2.9,1.17,93.9532,841.150024
2003-01-01,130580.0,5.8,1.24,182.6,4.05,3.05,1.17,93.8198,855.7000119999999
2002-12-01,130472.0,6.0,1.24,181.8,4.03,3.03,1.19,93.1103,879.820007
2002-11-01,130615.0,5.9,1.34,181.5,4.05,3.05,1.23,93.5693,936.3099980000001
2002-10-01,130628.0,5.7,1.75,181.2,3.94,2.95,1.58,93.0834,885.76001
2002-09-01,130501.0,5.7,1.75,180.8,3.87,2.94,1.63,93.3654,815.280029
2002-08-01,130587.0,5.7,1.74,180.5,4.26,3.29,1.62,93.2359,916.070007
2002-07-01,130590.0,5.8,1.73,180.0,4.65,3.81,1.68,93.2237,911.6199949999999
2002-06-01,130684.0,5.8,1.75,179.6,4.93,4.19,1.7,93.4476,989.820007
2002-05-01,130634.0,5.8,1.75,179.5,5.16,4.49,1.73,92.5668,1067.140015
2002-04-01,130623.0,5.9,1.75,179.3,5.21,4.65,1.71,92.1771,1076.920044
2002-03-01,130717.0,5.7,1.73,178.5,5.28,4.74,1.79,91.798,1147.390015
2002-02-01,130736.0,5.7,1.74,178.0,4.91,4.3,1.72,91.0553,1106.72998
2002-01-01,130852.0,5.7,1.73,177.7,5.04,4.34,1.65,91.0794,1130.199951
2001-12-01,130982.0,5.7,1.82,177.4,5.09,4.39,1.69,90.5073,1148.079956
2001-11-01,131142.0,5.5,2.09,177.5,4.65,3.97,1.87,90.486,1139.449951
2001-10-01,131454.0,5.3,2.49,177.6,4.57,3.91,2.16,90.9315,1059.780029
2001-09-01,131771.0,5.0,3.07,178.1,4.73,4.12,2.64,91.3289,1040.939941
2001-08-01,132028.0,4.9,3.65,177.4,4.97,4.57,3.36,91.6795,1133.579956
2001-07-01,132177.0,4.6,3.77,177.4,5.24,4.76,3.51,91.7933,1211.22998
2001-06-01,132299.0,4.5,3.97,177.7,5.28,4.81,3.49,92.3208,1224.380005
2001-05-01,132410.0,4.3,4.21,177.3,5.39,4.93,3.62,92.876,1255.819946
2001-04-01,132463.0,4.4,4.8,176.4,5.14,4.76,3.87,93.4469,1249.459961
2001-03-01,132747.0,4.3,5.31,176.1,4.89,4.64,4.42,93.7201,1160.329956
2001-02-01,132789.0,4.2,5.49,176.0,5.1,4.89,4.88,93.9398,1239.939941
2001-01-01,132698.0,4.2,5.98,175.6,5.16,4.86,5.15,94.5448,1366.01001
2000-12-01,132709.0,3.9,6.4,174.6,5.24,5.17,5.77,95.1573,1320.280029
2000-11-01,132556.0,3.9,6.51,174.2,5.72,5.7,6.17,95.4229,1314.949951
2000-10-01,132351.0,3.9,6.51,173.9,5.74,5.78,6.11,95.397,1429.400024
2000-09-01,132353.0,3.9,6.52,173.6,5.8,5.93,6.0,95.679,1436.51001
2000-08-01,132230.0,4.1,6.5,172.7,5.83,6.06,6.09,95.3112,1517.680054
2000-07-01,132236.0,4.0,6.54,172.7,6.05,6.18,5.96,95.5906,1430.829956
2000-06-01,132061.0,4.0,6.53,172.2,6.1,6.3,5.69,95.7353,1454.599976
2000-05-01,132105.0,4.0,6.27,171.2,6.44,6.69,5.79,95.6435,1420.599976
2000-04-01,131888.0,3.8,6.02,170.9,5.99,6.26,5.66,95.4808,1452.430054
2000-03-01,131596.0,4.0,5.85,171.0,6.26,6.5,5.69,94.798,1498.579956
2000-02-01,131124.0,4.1,5.73,170.0,6.52,6.68,5.55,94.4557,1366.420044
2000-01-01,131005.0,4.0,5.45,169.3,6.66,6.58,5.32,94.1758,1394.459961
1999-12-01,130772.0,4.0,5.3,168.8,6.28,6.19,5.2,94.1593,1469.25
1999-11-01,130466.0,4.1,5.42,168.4,6.03,5.97,5.07,93.4371,1388.910034
1999-10-01,130177.0,4.1,5.2,168.1,6.11,6.03,4.86,92.9979,1362.930054
1999-09-01,129772.0,4.2,5.22,167.8,5.92,5.8,4.68,91.774,1282.709961
1999-08-01,129569.0,4.2,5.07,167.1,5.94,5.84,4.72,92.1629,1320.410034
1999-07-01,129414.0,4.3,4.99,166.7,5.79,5.68,4.55,91.7766,1328.719971
1999-06-01,129089.0,4.3,4.76,166.0,5.9,5.81,4.57,91.1994,1372.709961
1999-05-01,128808.0,4.2,4.74,166.0,5.54,5.44,4.5,91.352,1301.839966
1999-04-01,128597.0,4.3,4.74,165.9,5.18,5.08,4.29,90.7274,1335.180054
1999-03-01,128227.0,4.2,4.81,164.8,5.23,5.14,4.44,90.4819,1286.369995
1999-02-01,128120.0,4.4,4.76,164.7,5.0,4.91,4.44,90.3386,1238.329956
